#TYPE AwsService
"ServiceShortName","ServiceName","Actions","ARNFormat","ARNRegex","conditionKeys","HasResource","DocLink"
"amplifyuibuilder","AWS Amplify UI Builder","[""CreateComponent"",""CreateTheme"",""DeleteComponent"",""DeleteTheme"",""ExchangeCodeForToken"",""ExportComponents"",""ExportThemes"",""GetComponent"",""GetTheme"",""ListComponents"",""ListTagsForResource"",""ListThemes"",""RefreshToken"",""TagResource"",""UntagResource"",""UpdateComponent"",""UpdateTheme""]","arn:aws:amplifyuibuilder:${Region}:${AccountId}>:${ResourceType}/${ResourceName}","^arn:aws:amplifyuibuilder:.+:.+:.+","[""amplifyuibuilder:AppId"",""amplifyuibuilder:ComponentsId"",""amplifyuibuilder:EnvironmentName"",""amplifyuibuilder:ThemesId"",""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsamplifyuibuilder.html"
"appmesh","AWS App Mesh","[""CreateGatewayRoute"",""CreateMesh"",""CreateRoute"",""CreateVirtualGateway"",""CreateVirtualNode"",""CreateVirtualRouter"",""CreateVirtualService"",""DeleteGatewayRoute"",""DeleteMesh"",""DeleteRoute"",""DeleteVirtualGateway"",""DeleteVirtualNode"",""DeleteVirtualRouter"",""DeleteVirtualService"",""DescribeGatewayRoute"",""DescribeMesh"",""DescribeRoute"",""DescribeVirtualGateway"",""DescribeVirtualNode"",""DescribeVirtualRouter"",""DescribeVirtualService"",""ListGatewayRoutes"",""ListMeshes"",""ListRoutes"",""ListTagsForResource"",""ListVirtualGateways"",""ListVirtualNodes"",""ListVirtualRouters"",""ListVirtualServices"",""StreamAggregatedResources"",""TagResource"",""UntagResource"",""UpdateGatewayRoute"",""UpdateMesh"",""UpdateRoute"",""UpdateVirtualGateway"",""UpdateVirtualNode"",""UpdateVirtualRouter"",""UpdateVirtualService""]","arn:${Partition}:appmesh:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:${Partition}:appmesh:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsappmesh.html"
"appmesh-preview","AWS App Mesh Preview","[""CreateGatewayRoute"",""CreateMesh"",""CreateRoute"",""CreateVirtualGateway"",""CreateVirtualNode"",""CreateVirtualRouter"",""CreateVirtualService"",""DeleteGatewayRoute"",""DeleteMesh"",""DeleteRoute"",""DeleteVirtualGateway"",""DeleteVirtualNode"",""DeleteVirtualRouter"",""DeleteVirtualService"",""DescribeGatewayRoute"",""DescribeMesh"",""DescribeRoute"",""DescribeVirtualGateway"",""DescribeVirtualNode"",""DescribeVirtualRouter"",""DescribeVirtualService"",""ListGatewayRoutes"",""ListMeshes"",""ListRoutes"",""ListVirtualGateways"",""ListVirtualNodes"",""ListVirtualRouters"",""ListVirtualServices"",""StreamAggregatedResources"",""UpdateGatewayRoute"",""UpdateMesh"",""UpdateRoute"",""UpdateVirtualGateway"",""UpdateVirtualNode"",""UpdateVirtualRouter"",""UpdateVirtualService""]","arn:${Partition}:appmesh-preview:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:${Partition}:appmesh-preview:.+:.+:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsappmeshpreview.html"
"apprunner","AWS App Runner","[""AssociateCustomDomain"",""CreateAutoScalingConfiguration"",""CreateConnection"",""CreateService"",""CreateVpcConnector"",""DeleteAutoScalingConfiguration"",""DeleteConnection"",""DeleteService"",""DeleteVpcConnector"",""DescribeAutoScalingConfiguration"",""DescribeCustomDomains"",""DescribeOperation"",""DescribeService"",""DescribeVpcConnector"",""DisassociateCustomDomain"",""ListAutoScalingConfigurations"",""ListConnections"",""ListOperations"",""ListServices"",""ListTagsForResource"",""ListVpcConnectors"",""PauseService"",""ResumeService"",""StartDeployment"",""TagResource"",""UntagResource"",""UpdateService""]","arn:aws:apprunner:${Region}:${AccountID}:${ResourceType}/${PathToResource}","^arn:aws:apprunner:.+","[""apprunner:AutoScalingConfigurationArn"",""apprunner:ConnectionArn"",""apprunner:VpcConnectorArn"",""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapprunner.html"
"appconfig","AWS AppConfig","[""CreateApplication"",""CreateConfigurationProfile"",""CreateDeploymentStrategy"",""CreateEnvironment"",""CreateHostedConfigurationVersion"",""DeleteApplication"",""DeleteConfigurationProfile"",""DeleteDeploymentStrategy"",""DeleteEnvironment"",""DeleteHostedConfigurationVersion"",""GetApplication"",""GetConfiguration"",""GetConfigurationProfile"",""GetDeployment"",""GetDeploymentStrategy"",""GetEnvironment"",""GetHostedConfigurationVersion"",""GetLatestConfiguration"",""ListApplications"",""ListConfigurationProfiles"",""ListDeploymentStrategies"",""ListDeployments"",""ListEnvironments"",""ListHostedConfigurationVersions"",""ListTagsForResource"",""StartConfigurationSession"",""StartDeployment"",""StopDeployment"",""TagResource"",""UntagResource"",""UpdateApplication"",""UpdateConfigurationProfile"",""UpdateDeploymentStrategy"",""UpdateEnvironment"",""ValidateConfiguration""]","arn:aws:appconfig:${Region}:${Account}:${RelativeId}","^arn:aws:appconfig:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsappconfig.html"
"application-autoscaling","AWS Application Auto Scaling","[""DeleteScalingPolicy"",""DeleteScheduledAction"",""DeregisterScalableTarget"",""DescribeScalableTargets"",""DescribeScalingActivities"",""DescribeScalingPolicies"",""DescribeScheduledActions"",""PutScalingPolicy"",""PutScheduledAction"",""RegisterScalableTarget""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapplicationautoscaling.html"
"application-cost-profiler","AWS Application Cost Profiler Service","[""DeleteReportDefinition"",""GetReportDefinition"",""ImportApplicationUsage"",""ListReportDefinitions"",""PutReportDefinition"",""UpdateReportDefinition""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapplicationcostprofilerservice.html"
"mgn","AWS Application Migration Service","[""BatchCreateVolumeSnapshotGroupForMgn"",""BatchDeleteSnapshotRequestForMgn"",""ChangeServerLifeCycleState"",""CreateReplicationConfigurationTemplate"",""CreateVcenterClientForMgn"",""DeleteJob"",""DeleteReplicationConfigurationTemplate"",""DeleteSourceServer"",""DeleteVcenterClient"",""DescribeJobLogItems"",""DescribeJobs"",""DescribeReplicationConfigurationTemplates"",""DescribeReplicationServerAssociationsForMgn"",""DescribeSnapshotRequestsForMgn"",""DescribeSourceServers"",""DescribeVcenterClients"",""DisconnectFromService"",""FinalizeCutover"",""GetAgentCommandForMgn"",""GetAgentConfirmedResumeInfoForMgn"",""GetAgentInstallationAssetsForMgn"",""GetAgentReplicationInfoForMgn"",""GetAgentRuntimeConfigurationForMgn"",""GetAgentSnapshotCreditsForMgn"",""GetChannelCommandsForMgn"",""GetLaunchConfiguration"",""GetReplicationConfiguration"",""GetVcenterClientCommandsForMgn"",""InitializeService"",""ListTagsForResource"",""MarkAsArchived"",""NotifyAgentAuthenticationForMgn"",""NotifyAgentConnectedForMgn"",""NotifyAgentDisconnectedForMgn"",""NotifyAgentReplicationProgressForMgn"",""NotifyVcenterClientStartedForMgn"",""RegisterAgentForMgn"",""RetryDataReplication"",""SendAgentLogsForMgn"",""SendAgentMetricsForMgn"",""SendChannelCommandResultForMgn"",""SendClientLogsForMgn"",""SendClientMetricsForMgn"",""SendVcenterClientCommandResultForMgn"",""SendVcenterClientLogsForMgn"",""SendVcenterClientMetricsForMgn"",""StartCutover"",""StartReplication"",""StartTest"",""TagResource"",""TerminateTargetInstances"",""UntagResource"",""UpdateAgentBacklogForMgn"",""UpdateAgentConversionInfoForMgn"",""UpdateAgentReplicationInfoForMgn"",""UpdateAgentReplicationProcessStateForMgn"",""UpdateAgentSourcePropertiesForMgn"",""UpdateLaunchConfiguration"",""UpdateReplicationConfiguration"",""UpdateReplicationConfigurationTemplate"",""UpdateSourceServerReplicationType""]","arn:aws:mgn:${Region}:${AccountId}:${ResourceType}/${ResourceName}","^arn:aws:mgn:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""mgn:CreateAction""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapplicationmigrationservice.html"
"appsync","AWS AppSync","[""AssociateApi"",""CreateApiCache"",""CreateApiKey"",""CreateDataSource"",""CreateDomainName"",""CreateFunction"",""CreateGraphqlApi"",""CreateResolver"",""CreateType"",""DeleteApiCache"",""DeleteApiKey"",""DeleteDataSource"",""DeleteDomainName"",""DeleteFunction"",""DeleteGraphqlApi"",""DeleteResolver"",""DeleteType"",""DisassociateApi"",""FlushApiCache"",""GetApiAssociation"",""GetApiCache"",""GetDataSource"",""GetDomainName"",""GetFunction"",""GetGraphqlApi"",""GetIntrospectionSchema"",""GetResolver"",""GetSchemaCreationStatus"",""GetType"",""GraphQL"",""ListApiKeys"",""ListDataSources"",""ListDomainNames"",""ListFunctions"",""ListGraphqlApis"",""ListResolvers"",""ListResolversByFunction"",""ListTagsForResource"",""ListTypes"",""SetWebACL"",""StartSchemaCreation"",""TagResource"",""UntagResource"",""UpdateApiCache"",""UpdateApiKey"",""UpdateDataSource"",""UpdateDomainName"",""UpdateFunction"",""UpdateGraphqlApi"",""UpdateResolver"",""UpdateType""]","arn:aws:appsync:${Region}:${AccountId}>:${ResourceType}/${ResourcePath}","^arn:aws:appsync:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsappsync.html"
"artifact","AWS Artifact","[""AcceptAgreement"",""DownloadAgreement"",""Get"",""TerminateAgreement""]","arn:aws:artifact::<resource>","^arn:aws:artifact::.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsartifact.html"
"auditmanager","AWS Audit Manager","[""AssociateAssessmentReportEvidenceFolder"",""BatchAssociateAssessmentReportEvidence"",""BatchCreateDelegationByAssessment"",""BatchDeleteDelegationByAssessment"",""BatchDisassociateAssessmentReportEvidence"",""BatchImportEvidenceToAssessmentControl"",""CreateAssessment"",""CreateAssessmentFramework"",""CreateAssessmentReport"",""CreateControl"",""DeleteAssessment"",""DeleteAssessmentFramework"",""DeleteAssessmentFrameworkShare"",""DeleteAssessmentReport"",""DeleteControl"",""DeregisterAccount"",""DeregisterOrganizationAdminAccount"",""DisassociateAssessmentReportEvidenceFolder"",""GetAccountStatus"",""GetAssessment"",""GetAssessmentFramework"",""GetAssessmentReportUrl"",""GetChangeLogs"",""GetControl"",""GetDelegations"",""GetEvidence"",""GetEvidenceByEvidenceFolder"",""GetEvidenceFolder"",""GetEvidenceFoldersByAssessment"",""GetEvidenceFoldersByAssessmentControl"",""GetInsights"",""GetInsightsByAssessment"",""GetOrganizationAdminAccount"",""GetServicesInScope"",""GetSettings"",""ListAssessmentControlInsightsByControlDomain"",""ListAssessmentFrameworkShareRequests"",""ListAssessmentFrameworks"",""ListAssessmentReports"",""ListAssessments"",""ListControlDomainInsights"",""ListControlDomainInsightsByAssessment"",""ListControlInsightsByControlDomain"",""ListControls"",""ListKeywordsForDataSource"",""ListNotifications"",""ListTagsForResource"",""RegisterAccount"",""RegisterOrganizationAdminAccount"",""StartAssessmentFrameworkShare"",""TagResource"",""UntagResource"",""UpdateAssessment"",""UpdateAssessmentControl"",""UpdateAssessmentControlSetStatus"",""UpdateAssessmentFramework"",""UpdateAssessmentFrameworkShare"",""UpdateAssessmentStatus"",""UpdateControl"",""UpdateSettings"",""ValidateAssessmentReportIntegrity""]","arn:aws:auditmanager::${ResourceType}:${ResourceName}","^arn:aws:auditmanager::.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsauditmanager.html"
"autoscaling-plans","AWS Auto Scaling","[""CreateScalingPlan"",""DeleteScalingPlan"",""DescribeScalingPlanResources"",""DescribeScalingPlans"",""GetScalingPlanResourceForecastData"",""UpdateScalingPlan""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsautoscaling.html"
"backup","AWS Backup","[""CopyFromBackupVault"",""CopyIntoBackupVault"",""CreateBackupPlan"",""CreateBackupSelection"",""CreateBackupVault"",""CreateFramework"",""CreateReportPlan"",""DeleteBackupPlan"",""DeleteBackupSelection"",""DeleteBackupVault"",""DeleteBackupVaultAccessPolicy"",""DeleteBackupVaultLockConfiguration"",""DeleteBackupVaultNotifications"",""DeleteFramework"",""DeleteRecoveryPoint"",""DeleteReportPlan"",""DescribeBackupJob"",""DescribeBackupVault"",""DescribeCopyJob"",""DescribeFramework"",""DescribeGlobalSettings"",""DescribeProtectedResource"",""DescribeRecoveryPoint"",""DescribeRegionSettings"",""DescribeReportJob"",""DescribeReportPlan"",""DescribeRestoreJob"",""DisassociateRecoveryPoint"",""ExportBackupPlanTemplate"",""GetBackupPlan"",""GetBackupPlanFromJSON"",""GetBackupPlanFromTemplate"",""GetBackupSelection"",""GetBackupVaultAccessPolicy"",""GetBackupVaultNotifications"",""GetRecoveryPointRestoreMetadata"",""GetSupportedResourceTypes"",""ListBackupJobs"",""ListBackupPlanTemplates"",""ListBackupPlanVersions"",""ListBackupPlans"",""ListBackupSelections"",""ListBackupVaults"",""ListCopyJobs"",""ListFrameworks"",""ListProtectedResources"",""ListRecoveryPointsByBackupVault"",""ListRecoveryPointsByResource"",""ListReportJobs"",""ListReportPlans"",""ListRestoreJobs"",""ListTags"",""PutBackupVaultAccessPolicy"",""PutBackupVaultLockConfiguration"",""PutBackupVaultNotifications"",""StartBackupJob"",""StartCopyJob"",""StartReportJob"",""StartRestoreJob"",""StopBackupJob"",""TagResource"",""UntagResource"",""UpdateBackupPlan"",""UpdateFramework"",""UpdateGlobalSettings"",""UpdateRecoveryPointLifecycle"",""UpdateRegionSettings"",""UpdateReportPlan""]","arn:${Partition}:backup:${Region}:${Account}:${ResourceType}:${ResourceName}","^arn:${Partition}:backup:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""backup:CopyTargetOrgPaths"",""backup:CopyTargets"",""backup:FrameworkArns""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbackup.html"
"backup-gateway","AWS Backup Gateway","[""AssociateGatewayToServer"",""Backup"",""CreateGateway"",""DeleteGateway"",""DeleteHypervisor"",""DisassociateGatewayFromServer"",""ImportHypervisorConfiguration"",""ListGateways"",""ListHypervisors"",""ListTagsForResource"",""ListVirtualMachines"",""PutMaintenanceStartTime"",""Restore"",""TagResource"",""TestHypervisorConfiguration"",""UntagResource"",""UpdateGatewayInformation"",""UpdateHypervisor""]","arn:${Partition}:aws:backup-gateway:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:?.*:aws:backup-gateway:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbackupgateway.html"
"backup-storage","AWS Backup storage","""MountCapsule""","arn:aws:backup-storage:<region>:<account-id>:<resource-type>:<resource_name>","^^arn:aws:backup-storage:.+:.+:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbackupstorage.html"
"batch","AWS Batch","[""CancelJob"",""CreateComputeEnvironment"",""CreateJobQueue"",""CreateSchedulingPolicy"",""DeleteComputeEnvironment"",""DeleteJobQueue"",""DeleteSchedulingPolicy"",""DeregisterJobDefinition"",""DescribeComputeEnvironments"",""DescribeJobDefinitions"",""DescribeJobQueues"",""DescribeJobs"",""DescribeSchedulingPolicies"",""ListJobs"",""ListSchedulingPolicies"",""ListTagsForResource"",""RegisterJobDefinition"",""SubmitJob"",""TagResource"",""TerminateJob"",""UntagResource"",""UpdateComputeEnvironment"",""UpdateJobQueue"",""UpdateSchedulingPolicy""]","arn:aws:batch:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:aws:batch:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""batch:AWSLogsCreateGroup"",""batch:AWSLogsGroup"",""batch:AWSLogsRegion"",""batch:AWSLogsStreamPrefix"",""batch:Image"",""batch:LogDriver"",""batch:Privileged"",""batch:ShareIdentifier"",""batch:User""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbatch.html"
"aws-portal","AWS Billing","[""ModifyAccount"",""ModifyBilling"",""ModifyPaymentMethods"",""ViewAccount"",""ViewBilling"",""ViewPaymentMethods"",""ViewUsage""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbilling.html"
"billingconductor","AWS Billing Conductor","[""AssociateAccounts"",""AssociatePricingRules"",""BatchAssociateResourcesToCustomLineItem"",""BatchDisassociateResourcesFromCustomLineItem"",""CreateBillingGroup"",""CreateCustomLineItem"",""CreatePricingPlan"",""CreatePricingRule"",""DeleteBillingGroup"",""DeleteCustomLineItem"",""DeletePricingPlan"",""DeletePricingRule"",""DisassociateAccounts"",""DisassociatePricingRules"",""ListAccountAssociations"",""ListBillingGroupCostReports"",""ListBillingGroups"",""ListCustomLineItems"",""ListPricingPlans"",""ListPricingPlansAssociatedWithPricingRule"",""ListPricingRules"",""ListPricingRulesAssociatedToPricingPlan"",""ListResourcesAssociatedToCustomLineItem"",""ListTagsResource"",""TagResource"",""UntagResource"",""UpdateBillingGroup"",""UpdateCustomLineItem"",""UpdatePricingPlan"",""UpdatePricingRule""]","^arn:${Partition}:billingconductor::${Account}:${ResourceType}","^arn:${Partition}:billingconductor:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbillingconductor.html"
"budgets","AWS Budget Service","[""CreateBudgetAction"",""DeleteBudgetAction"",""DescribeBudgetAction"",""DescribeBudgetActionHistories"",""DescribeBudgetActionsForAccount"",""DescribeBudgetActionsForBudget"",""ExecuteBudgetAction"",""ModifyBudget"",""UpdateBudgetAction"",""ViewBudget""]","arn:aws:budgets::<account_ID>:budget/<budgetname>","^arn:aws:budgets::.+:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbudgetservice.html"
"bugbust","AWS BugBust","[""CreateEvent"",""EvaluateProfilingGroups"",""GetEvent"",""GetJoinEventStatus"",""JoinEvent"",""ListBugs"",""ListEventParticipants"",""ListEventScores"",""ListEvents"",""ListProfilingGroups"",""ListPullRequests"",""ListTagsForResource"",""TagResource"",""UntagResource"",""UpdateEvent"",""UpdateWorkItem"",""UpdateWorkItemAdmin""]","arn:aws:bugbust:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:bugbust:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsbugbust.html"
"acm","AWS Certificate Manager","[""AddTagsToCertificate"",""DeleteCertificate"",""DescribeCertificate"",""ExportCertificate"",""GetAccountConfiguration"",""GetCertificate"",""ImportCertificate"",""ListCertificates"",""ListTagsForCertificate"",""PutAccountConfiguration"",""RemoveTagsFromCertificate"",""RenewCertificate"",""RequestCertificate"",""ResendValidationEmail"",""UpdateCertificateOptions""]","arn:aws:acm:${Region}:${AccountId}:${ArnType}/${ResourceId}","^arn:aws:acm:.+:[0-9]+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"acm-pca","AWS Certificate Manager Private Certificate Authority","[""CreateCertificateAuthority"",""CreateCertificateAuthorityAuditReport"",""CreatePermission"",""DeleteCertificateAuthority"",""DeletePermission"",""DeletePolicy"",""DescribeCertificateAuthority"",""DescribeCertificateAuthorityAuditReport"",""GetCertificate"",""GetCertificateAuthorityCertificate"",""GetCertificateAuthorityCsr"",""GetPolicy"",""ImportCertificateAuthorityCertificate"",""IssueCertificate"",""ListCertificateAuthorities"",""ListPermissions"",""ListTags"",""PutPolicy"",""RestoreCertificateAuthority"",""RevokeCertificate"",""TagCertificateAuthority"",""UntagCertificateAuthority"",""UpdateCertificateAuthority""]","arn:aws:acm-pca:<region>:<account_ID>:<arn_type>/<resource_id>","^arn:aws:acm-pca:.+:[0-9]+:.+","[""acm-pca:TemplateArn"",""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanagerprivatecertificateauthority.html"
"chatbot","AWS Chatbot","[""CreateChimeWebhookConfiguration"",""CreateSlackChannelConfiguration"",""DeleteChimeWebhookConfiguration"",""DeleteSlackChannelConfiguration"",""DeleteSlackWorkspaceAuthorization"",""DescribeChimeWebhookConfigurations"",""DescribeSlackChannelConfigurations"",""DescribeSlackChannels"",""DescribeSlackWorkspaces"",""GetSlackOauthParameters"",""RedeemSlackOauthCode"",""UpdateChimeWebhookConfiguration"",""UpdateSlackChannelConfiguration""]","arn:${Partition}:chatbot::<account-id>:<resource-type>/<resource_name>","^arn:${Partition}:chatbot:.+","""aws:CalledVia""","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awschatbot.html"
"cloudformation","AWS Cloud Control API","[""CancelResourceRequest"",""CreateResource"",""DeleteResource"",""GetResource"",""GetResourceRequestStatus"",""ListResourceRequests"",""ListResources"",""UpdateResource""]","arn:aws:cloudformation:${Region}:${Account}:${RelativeId}","^arn:aws:cloudformation:.+:[0-9]+:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscloudcontrolapi.html"
"servicediscovery","AWS Cloud Map","[""CreateHttpNamespace"",""CreatePrivateDnsNamespace"",""CreatePublicDnsNamespace"",""CreateService"",""DeleteNamespace"",""DeleteService"",""DeregisterInstance"",""DiscoverInstances"",""GetInstance"",""GetInstancesHealthStatus"",""GetNamespace"",""GetOperation"",""GetService"",""ListInstances"",""ListNamespaces"",""ListOperations"",""ListServices"",""ListTagsForResource"",""RegisterInstance"",""TagResource"",""UntagResource"",""UpdateHttpNamespace"",""UpdateInstanceCustomHealthStatus"",""UpdatePrivateDnsNamespace"",""UpdatePublicDnsNamespace"",""UpdateService""]","arn:aws:servicediscovery:${Region}:${AccountId}:${ResourceType}/${ResourceName}","^arn:aws:servicediscovery:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""servicediscovery:NamespaceArn"",""servicediscovery:NamespaceName"",""servicediscovery:ServiceArn"",""servicediscovery:ServiceName""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscloudmap.html"
"cloud9","AWS Cloud9","[""ActivateEC2Remote"",""CreateEnvironmentEC2"",""CreateEnvironmentMembership"",""CreateEnvironmentSSH"",""CreateEnvironmentToken"",""DeleteEnvironment"",""DeleteEnvironmentMembership"",""DescribeEC2Remote"",""DescribeEnvironmentMemberships"",""DescribeEnvironmentStatus"",""DescribeEnvironments"",""DescribeSSHRemote"",""GetEnvironmentConfig"",""GetEnvironmentSettings"",""GetMembershipSettings"",""GetUserPublicKey"",""GetUserSettings"",""ListEnvironments"",""ListTagsForResource"",""ModifyTemporaryCredentialsOnEnvironmentEC2"",""TagResource"",""UntagResource"",""UpdateEnvironment"",""UpdateEnvironmentMembership"",""UpdateEnvironmentSettings"",""UpdateMembershipSettings"",""UpdateSSHRemote"",""UpdateUserSettings"",""ValidateEnvironmentName""]","arn:aws:cloud9:${Region}:${Account}:${ResourceType}:${ResourceId}","^arn:aws:cloud9:.+:[0-9]+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""cloud9:EnvironmentId"",""cloud9:EnvironmentName"",""cloud9:InstanceType"",""cloud9:OwnerArn"",""cloud9:Permissions"",""cloud9:SubnetId"",""cloud9:UserArn""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscloud9.html"
"cloudformation","AWS CloudFormation","[""ActivateType"",""BatchDescribeTypeConfigurations"",""CancelUpdateStack"",""ContinueUpdateRollback"",""CreateChangeSet"",""CreateStack"",""CreateStackInstances"",""CreateStackSet"",""CreateUploadBucket"",""DeactivateType"",""DeleteChangeSet"",""DeleteStack"",""DeleteStackInstances"",""DeleteStackSet"",""DeregisterType"",""DescribeAccountLimits"",""DescribeChangeSet"",""DescribeChangeSetHooks"",""DescribePublisher"",""DescribeStackDriftDetectionStatus"",""DescribeStackEvents"",""DescribeStackInstance"",""DescribeStackResource"",""DescribeStackResourceDrifts"",""DescribeStackResources"",""DescribeStackSet"",""DescribeStackSetOperation"",""DescribeStacks"",""DescribeType"",""DescribeTypeRegistration"",""DetectStackDrift"",""DetectStackResourceDrift"",""DetectStackSetDrift"",""EstimateTemplateCost"",""ExecuteChangeSet"",""GetStackPolicy"",""GetTemplate"",""GetTemplateSummary"",""ImportStacksToStackSet"",""ListChangeSets"",""ListExports"",""ListImports"",""ListStackInstances"",""ListStackResources"",""ListStackSetOperationResults"",""ListStackSetOperations"",""ListStackSets"",""ListStacks"",""ListTypeRegistrations"",""ListTypeVersions"",""ListTypes"",""PublishType"",""RecordHandlerProgress"",""RegisterPublisher"",""RegisterType"",""RollbackStack"",""SetStackPolicy"",""SetTypeConfiguration"",""SetTypeDefaultVersion"",""SignalResource"",""StopStackSetOperation"",""TagResource"",""TestType"",""UntagResource"",""UpdateStack"",""UpdateStackInstances"",""UpdateStackSet"",""UpdateTerminationProtection"",""ValidateTemplate""]","arn:${Partition}:cloudformation:${Region}:${AccountId}:${ResourceType}/${Id}","^arn:${Partition}:cloudformation:.+:[0-9]+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""cloudformation:ChangeSetName"",""cloudformation:ImportResourceTypes"",""cloudformation:ResourceTypes"",""cloudformation:RoleArn"",""cloudformation:StackPolicyUrl"",""cloudformation:TargetRegion"",""cloudformation:TemplateUrl""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscloudformation.html"
"cloudhsm","AWS CloudHSM","[""AddTagsToResource"",""CopyBackupToRegion"",""CreateCluster"",""CreateHapg"",""CreateHsm"",""CreateLunaClient"",""DeleteBackup"",""DeleteCluster"",""DeleteHapg"",""DeleteHsm"",""DeleteLunaClient"",""DescribeBackups"",""DescribeClusters"",""DescribeHapg"",""DescribeHsm"",""DescribeLunaClient"",""GetConfig"",""InitializeCluster"",""ListAvailableZones"",""ListHapgs"",""ListHsms"",""ListLunaClients"",""ListTags"",""ListTagsForResource"",""ModifyBackupAttributes"",""ModifyCluster"",""ModifyHapg"",""ModifyHsm"",""ModifyLunaClient"",""RemoveTagsFromResource"",""RestoreBackup"",""TagResource"",""UntagResource""]","arn:<partition>:cloudhsm:<region>:<accountID>:<relative-id>","^arn:<partition>:cloudhsm:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscloudhsm.html"
