#TYPE AwsService
"ServiceShortName","ServiceName","Actions","ARNFormat","ARNRegex","conditionKeys","HasResource","DocLink"
"sagemaker-geospatial","Amazon SageMaker geospatial capabilities","[""DeleteEarthObservationJob"",""DeleteVectorEnrichmentJob"",""ExportEarthObservationJob"",""ExportVectorEnrichmentJob"",""GetEarthObservationJob"",""GetRasterDataCollection"",""GetTile"",""GetVectorEnrichmentJob"",""ListEarthObservationJobs"",""ListRasterDataCollections"",""ListTagsForResource"",""ListVectorEnrichmentJobs"",""SearchRasterDataCollection"",""StartEarthObservationJob"",""StartVectorEnrichmentJob"",""StopEarthObservationJob"",""StopVectorEnrichmentJob"",""TagResource"",""UntagResource""]","arn:aws:sagemaker-geospatial:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:sagemaker-geospatial:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsagemakergeospatialcapabilities.html"
"sagemaker-groundtruth-synthetic","Amazon SageMaker Ground Truth Synthetic","[""CreateProject"",""DeleteProject"",""GetAccountDetails"",""GetBatch"",""GetProject"",""ListBatchDataTransfers"",""ListBatchSummaries"",""ListProjectDataTransfers"",""ListProjectSummaries"",""StartBatchDataTransfer"",""StartProjectDataTransfer"",""UpdateBatch""]","arn:${Partition}:sagemaker-groundtruth-synthetic:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:${Partition}:sagemaker-groundtruth-synthetic:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsagemakergroundtruthsynthetic.html"
"securitylake","Amazon Security Lake","[""CreateAwsLogSource"",""CreateCustomLogSource"",""CreateDatalake"",""CreateDatalakeAutoEnable"",""CreateDatalakeDelegatedAdmin"",""CreateDatalakeExceptionsSubscription"",""CreateSubscriber"",""CreateSubscriptionNotificationConfiguration"",""DeleteAwsLogSource"",""DeleteCustomLogSource"",""DeleteDatalake"",""DeleteDatalakeAutoEnable"",""DeleteDatalakeDelegatedAdmin"",""DeleteDatalakeExceptionsSubscription"",""DeleteSubscriber"",""DeleteSubscriptionNotificationConfiguration"",""GetDatalake"",""GetDatalakeAutoEnable"",""GetDatalakeExceptionsExpiry"",""GetDatalakeExceptionsSubscription"",""GetDatalakeStatus"",""GetSubscriber"",""GetSubscriptionNotificationConfiguration"",""ListDatalakeExceptions"",""ListLogSources"",""ListSubscribers"",""UpdateDatalake"",""UpdateDatalakeExceptionsExpiry"",""UpdateDatalakeExceptionsSubscription"",""UpdateSubscriber"",""UpdateSubscriptionNotificationConfiguration""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsecuritylake.html"
"ses","Amazon SES","[""CloneReceiptRuleSet"",""CreateConfigurationSet"",""CreateConfigurationSetEventDestination"",""CreateConfigurationSetTrackingOptions"",""CreateCustomVerificationEmailTemplate"",""CreateReceiptFilter"",""CreateReceiptRule"",""CreateReceiptRuleSet"",""CreateTemplate"",""DeleteConfigurationSet"",""DeleteConfigurationSetEventDestination"",""DeleteConfigurationSetTrackingOptions"",""DeleteCustomVerificationEmailTemplate"",""DeleteIdentity"",""DeleteIdentityPolicy"",""DeleteReceiptFilter"",""DeleteReceiptRule"",""DeleteReceiptRuleSet"",""DeleteTemplate"",""DeleteVerifiedEmailAddress"",""DescribeActiveReceiptRuleSet"",""DescribeConfigurationSet"",""DescribeReceiptRule"",""DescribeReceiptRuleSet"",""GetAccountSendingEnabled"",""GetCustomVerificationEmailTemplate"",""GetIdentityDkimAttributes"",""GetIdentityMailFromDomainAttributes"",""GetIdentityNotificationAttributes"",""GetIdentityPolicies"",""GetIdentityVerificationAttributes"",""GetSendQuota"",""GetSendStatistics"",""GetTemplate"",""ListConfigurationSets"",""ListCustomVerificationEmailTemplates"",""ListIdentities"",""ListIdentityPolicies"",""ListReceiptFilters"",""ListReceiptRuleSets"",""ListTemplates"",""ListVerifiedEmailAddresses"",""PutConfigurationSetDeliveryOptions"",""PutIdentityPolicy"",""ReorderReceiptRuleSet"",""SendBounce"",""SendBulkTemplatedEmail"",""SendCustomVerificationEmail"",""SendEmail"",""SendRawEmail"",""SendTemplatedEmail"",""SetActiveReceiptRuleSet"",""SetIdentityDkimEnabled"",""SetIdentityFeedbackForwardingEnabled"",""SetIdentityHeadersInNotificationsEnabled"",""SetIdentityMailFromDomain"",""SetIdentityNotificationTopic"",""SetReceiptRulePosition"",""TestRenderTemplate"",""UpdateAccountSendingEnabled"",""UpdateConfigurationSetEventDestination"",""UpdateConfigurationSetReputationMetricsEnabled"",""UpdateConfigurationSetSendingEnabled"",""UpdateConfigurationSetTrackingOptions"",""UpdateCustomVerificationEmailTemplate"",""UpdateReceiptRule"",""UpdateTemplate"",""VerifyDomainDkim"",""VerifyDomainIdentity"",""VerifyEmailAddress"",""VerifyEmailIdentity""]","arn:aws:ses:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:ses:.+:[0-9]+:.+","[""ses:ApiVersion"",""ses:FeedbackAddress"",""ses:FromAddress"",""ses:FromDisplayName"",""ses:Recipients""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonses.html"
"ssmmessages","Amazon Session Manager Message Gateway Service","[""CreateControlChannel"",""CreateDataChannel"",""OpenControlChannel"",""OpenDataChannel""]","","","""ssm:SourceInstanceARN""","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsessionmanagermessagegatewayservice.html"
"ses","Amazon Simple Email Service v2","[""BatchGetMetricData"",""CreateConfigurationSet"",""CreateConfigurationSetEventDestination"",""CreateContact"",""CreateContactList"",""CreateCustomVerificationEmailTemplate"",""CreateDedicatedIpPool"",""CreateDeliverabilityTestReport"",""CreateEmailIdentity"",""CreateEmailIdentityPolicy"",""CreateEmailTemplate"",""CreateImportJob"",""DeleteConfigurationSet"",""DeleteConfigurationSetEventDestination"",""DeleteContact"",""DeleteContactList"",""DeleteCustomVerificationEmailTemplate"",""DeleteDedicatedIpPool"",""DeleteEmailIdentity"",""DeleteEmailIdentityPolicy"",""DeleteEmailTemplate"",""DeleteSuppressedDestination"",""GetAccount"",""GetBlacklistReports"",""GetConfigurationSet"",""GetConfigurationSetEventDestinations"",""GetContact"",""GetContactList"",""GetCustomVerificationEmailTemplate"",""GetDedicatedIp"",""GetDedicatedIpPool"",""GetDedicatedIps"",""GetDeliverabilityDashboardOptions"",""GetDeliverabilityTestReport"",""GetDomainDeliverabilityCampaign"",""GetDomainStatisticsReport"",""GetEmailIdentity"",""GetEmailIdentityPolicies"",""GetEmailTemplate"",""GetImportJob"",""GetSuppressedDestination"",""ListConfigurationSets"",""ListContactLists"",""ListContacts"",""ListCustomVerificationEmailTemplates"",""ListDedicatedIpPools"",""ListDeliverabilityTestReports"",""ListDomainDeliverabilityCampaigns"",""ListEmailIdentities"",""ListEmailTemplates"",""ListImportJobs"",""ListRecommendations"",""ListSuppressedDestinations"",""ListTagsForResource"",""PutAccountDedicatedIpWarmupAttributes"",""PutAccountDetails"",""PutAccountSendingAttributes"",""PutAccountSuppressionAttributes"",""PutAccountVdmAttributes"",""PutConfigurationSetDeliveryOptions"",""PutConfigurationSetReputationOptions"",""PutConfigurationSetSendingOptions"",""PutConfigurationSetSuppressionOptions"",""PutConfigurationSetTrackingOptions"",""PutConfigurationSetVdmOptions"",""PutDedicatedIpInPool"",""PutDedicatedIpWarmupAttributes"",""PutDeliverabilityDashboardOption"",""PutEmailIdentityConfigurationSetAttributes"",""PutEmailIdentityDkimAttributes"",""PutEmailIdentityDkimSigningAttributes"",""PutEmailIdentityFeedbackAttributes"",""PutEmailIdentityMailFromAttributes"",""PutSuppressedDestination"",""SendBulkEmail"",""SendCustomVerificationEmail"",""SendEmail"",""TagResource"",""TestRenderEmailTemplate"",""UntagResource"",""UpdateConfigurationSetEventDestination"",""UpdateContact"",""UpdateContactList"",""UpdateCustomVerificationEmailTemplate"",""UpdateEmailIdentityPolicy"",""UpdateEmailTemplate""]","arn:aws:ses:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:ses:.+:[0-9]+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""ses:ApiVersion"",""ses:FeedbackAddress"",""ses:FromAddress"",""ses:FromDisplayName"",""ses:Recipients""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsimpleemailservicev2.html"
"swf","Amazon Simple Workflow Service","[""CancelTimer"",""CancelWorkflowExecution"",""CompleteWorkflowExecution"",""ContinueAsNewWorkflowExecution"",""CountClosedWorkflowExecutions"",""CountOpenWorkflowExecutions"",""CountPendingActivityTasks"",""CountPendingDecisionTasks"",""DeprecateActivityType"",""DeprecateDomain"",""DeprecateWorkflowType"",""DescribeActivityType"",""DescribeDomain"",""DescribeWorkflowExecution"",""DescribeWorkflowType"",""FailWorkflowExecution"",""GetWorkflowExecutionHistory"",""ListActivityTypes"",""ListClosedWorkflowExecutions"",""ListDomains"",""ListOpenWorkflowExecutions"",""ListTagsForResource"",""ListWorkflowTypes"",""PollForActivityTask"",""PollForDecisionTask"",""RecordActivityTaskHeartbeat"",""RecordMarker"",""RegisterActivityType"",""RegisterDomain"",""RegisterWorkflowType"",""RequestCancelActivityTask"",""RequestCancelExternalWorkflowExecution"",""RequestCancelWorkflowExecution"",""RespondActivityTaskCanceled"",""RespondActivityTaskCompleted"",""RespondActivityTaskFailed"",""RespondDecisionTaskCompleted"",""ScheduleActivityTask"",""SignalExternalWorkflowExecution"",""SignalWorkflowExecution"",""StartChildWorkflowExecution"",""StartTimer"",""StartWorkflowExecution"",""TagResource"",""TerminateWorkflowExecution"",""UndeprecateActivityType"",""UndeprecateDomain"",""UndeprecateWorkflowType"",""UntagResource""]","arn:aws:swf:${Region}:${Account}:/domain/${DomainName}","^arn:aws:swf:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""swf:activityType.name"",""swf:activityType.version"",""swf:defaultTaskList.name"",""swf:name"",""swf:tagFilter.tag"",""swf:tagList.member.0"",""swf:tagList.member.1"",""swf:tagList.member.2"",""swf:tagList.member.3"",""swf:tagList.member.4"",""swf:taskList.name"",""swf:typeFilter.name"",""swf:typeFilter.version"",""swf:version"",""swf:workflowType.name"",""swf:workflowType.version""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsimpleworkflowservice.html"
"sdb","Amazon SimpleDB","[""BatchDeleteAttributes"",""BatchPutAttributes"",""CreateDomain"",""DeleteAttributes"",""DeleteDomain"",""DomainMetadata"",""GetAttributes"",""ListDomains"",""PutAttributes"",""Select""]","arn:aws:sdb:${Region}:${Account}:domain/${DomainName}","^arn:aws:sdb:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsimpledb.html"
"sns","Amazon SNS","[""AddPermission"",""CheckIfPhoneNumberIsOptedOut"",""ConfirmSubscription"",""CreatePlatformApplication"",""CreatePlatformEndpoint"",""CreateSMSSandboxPhoneNumber"",""CreateTopic"",""DeleteEndpoint"",""DeletePlatformApplication"",""DeleteSMSSandboxPhoneNumber"",""DeleteTopic"",""GetDataProtectionPolicy"",""GetEndpointAttributes"",""GetPlatformApplicationAttributes"",""GetSMSAttributes"",""GetSMSSandboxAccountStatus"",""GetSubscriptionAttributes"",""GetTopicAttributes"",""ListEndpointsByPlatformApplication"",""ListOriginationNumbers"",""ListPhoneNumbersOptedOut"",""ListPlatformApplications"",""ListSMSSandboxPhoneNumbers"",""ListSubscriptions"",""ListSubscriptionsByTopic"",""ListTagsForResource"",""ListTopics"",""OptInPhoneNumber"",""Publish"",""PutDataProtectionPolicy"",""RemovePermission"",""SetEndpointAttributes"",""SetPlatformApplicationAttributes"",""SetSMSAttributes"",""SetSubscriptionAttributes"",""SetTopicAttributes"",""Subscribe"",""TagResource"",""Unsubscribe"",""UntagResource"",""VerifySMSSandboxPhoneNumber""]","arn:aws:sns:${Region}:${Account}:${TopicName}","^arn:aws:sns:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""sns:Endpoint"",""sns:Protocol""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsns.html"
"sqs","Amazon SQS","[""AddPermission"",""ChangeMessageVisibility"",""CreateQueue"",""DeleteMessage"",""DeleteQueue"",""GetQueueAttributes"",""GetQueueUrl"",""ListDeadLetterSourceQueues"",""ListQueueTags"",""ListQueues"",""PurgeQueue"",""ReceiveMessage"",""RemovePermission"",""SendMessage"",""SetQueueAttributes"",""TagQueue"",""UntagQueue""]","arn:aws:sqs:${Region}:${Account}:${QueueName}","^arn:aws:sqs:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsqs.html"
"sumerian","Amazon Sumerian","[""Login"",""ViewRelease""]","arn:aws:sumerian:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:aws:sumerian:.+:.+:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonsumerian.html"
"textract","Amazon Textract","[""AnalyzeDocument"",""AnalyzeExpense"",""AnalyzeID"",""DetectDocumentText"",""GetDocumentAnalysis"",""GetDocumentTextDetection"",""GetExpenseAnalysis"",""GetLendingAnalysis"",""GetLendingAnalysisSummary"",""StartDocumentAnalysis"",""StartDocumentTextDetection"",""StartExpenseAnalysis"",""StartLendingAnalysis""]","arn:${Partition}:textract:${Region}:${Account}:${RelativeId}","^arn:${Partition}:textract:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazontextract.html"
"timestream","Amazon Timestream","[""CancelQuery"",""CreateBatchLoadTask"",""CreateDatabase"",""CreateScheduledQuery"",""CreateTable"",""DeleteDatabase"",""DeleteScheduledQuery"",""DeleteTable"",""DescribeBatchLoadTask"",""DescribeDatabase"",""DescribeEndpoints"",""DescribeScheduledQuery"",""DescribeTable"",""ExecuteScheduledQuery"",""GetAwsBackupStatus"",""GetAwsRestoreStatus"",""ListBatchLoadTasks"",""ListDatabases"",""ListMeasures"",""ListScheduledQueries"",""ListTables"",""ListTagsForResource"",""PrepareQuery"",""ResumeBatchLoadTask"",""Select"",""SelectValues"",""StartAwsBackupJob"",""StartAwsRestoreJob"",""TagResource"",""UntagResource"",""UpdateDatabase"",""UpdateScheduledQuery"",""UpdateTable"",""WriteRecords""]","arn:aws:timestream:${Region}:${Account}:database/${DatabaseName}/table/${TableName}","^arn:aws:timestream:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazontimestream.html"
"transcribe","Amazon Transcribe","[""CreateCallAnalyticsCategory"",""CreateLanguageModel"",""CreateMedicalVocabulary"",""CreateVocabulary"",""CreateVocabularyFilter"",""DeleteCallAnalyticsCategory"",""DeleteCallAnalyticsJob"",""DeleteLanguageModel"",""DeleteMedicalTranscriptionJob"",""DeleteMedicalVocabulary"",""DeleteTranscriptionJob"",""DeleteVocabulary"",""DeleteVocabularyFilter"",""DescribeLanguageModel"",""GetCallAnalyticsCategory"",""GetCallAnalyticsJob"",""GetMedicalTranscriptionJob"",""GetMedicalVocabulary"",""GetTranscriptionJob"",""GetVocabulary"",""GetVocabularyFilter"",""ListCallAnalyticsCategories"",""ListCallAnalyticsJobs"",""ListLanguageModels"",""ListMedicalTranscriptionJobs"",""ListMedicalVocabularies"",""ListTagsForResource"",""ListTranscriptionJobs"",""ListVocabularies"",""ListVocabularyFilters"",""StartCallAnalyticsJob"",""StartCallAnalyticsStreamTranscription"",""StartCallAnalyticsStreamTranscriptionWebSocket"",""StartMedicalStreamTranscription"",""StartMedicalStreamTranscriptionWebSocket"",""StartMedicalTranscriptionJob"",""StartStreamTranscription"",""StartStreamTranscriptionWebSocket"",""StartTranscriptionJob"",""TagResource"",""UntagResource"",""UpdateCallAnalyticsCategory"",""UpdateMedicalVocabulary"",""UpdateVocabulary"",""UpdateVocabularyFilter""]","arn:aws:transcribe:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:transcribe:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""transcribe:OutputBucketName"",""transcribe:OutputEncryptionKMSKeyId"",""transcribe:OutputKey"",""transcribe:OutputLocation""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazontranscribe.html"
"translate","Amazon Translate","[""CreateParallelData"",""DeleteParallelData"",""DeleteTerminology"",""DescribeTextTranslationJob"",""GetParallelData"",""GetTerminology"",""ImportTerminology"",""ListLanguages"",""ListParallelData"",""ListTagsForResource"",""ListTerminologies"",""ListTextTranslationJobs"",""StartTextTranslationJob"",""StopTextTranslationJob"",""TagResource"",""TranslateText"",""UntagResource"",""UpdateParallelData""]","arn:aws:translate:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:translate:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazontranslate.html"
"vpc-lattice","Amazon VPC Lattice","[""CreateAccessLogSubscription"",""CreateListener"",""CreateRule"",""CreateService"",""CreateServiceNetwork"",""CreateServiceNetworkServiceAssociation"",""CreateServiceNetworkVpcAssociation"",""CreateTargetGroup"",""DeleteAccessLogSubscription"",""DeleteAuthPolicy"",""DeleteListener"",""DeleteResourcePolicy"",""DeleteRule"",""DeleteService"",""DeleteServiceNetwork"",""DeleteServiceNetworkServiceAssociation"",""DeleteServiceNetworkVpcAssociation"",""DeleteTargetGroup"",""DeregisterTargets"",""GetAccessLogSubscription"",""GetAuthPolicy"",""GetListener"",""GetResourcePolicy"",""GetRule"",""GetService"",""GetServiceNetwork"",""GetServiceNetworkServiceAssociation"",""GetServiceNetworkVpcAssociation"",""GetTargetGroup"",""ListAccessLogSubscriptions"",""ListListeners"",""ListRules"",""ListServiceNetworkServiceAssociations"",""ListServiceNetworkVpcAssociations"",""ListServiceNetworks"",""ListServices"",""ListTagsForResource"",""ListTargetGroups"",""ListTargets"",""PutAuthPolicy"",""PutResourcePolicy"",""RegisterTargets"",""TagResource"",""UntagResource"",""UpdateAccessLogSubscription"",""UpdateListener"",""UpdateRule"",""UpdateService"",""UpdateServiceNetwork"",""UpdateServiceNetworkVpcAssociation"",""UpdateTargetGroup""]","arn:aws:vpc-lattice:${Region}:${Account}:${ResourceType}/${RelativeId}","^arn:aws:vpc-lattice:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""vpc-lattice:AuthType"",""vpc-lattice:Protocol"",""vpc-lattice:SecurityGroupIds"",""vpc-lattice:ServiceArn"",""vpc-lattice:ServiceNetworkArn"",""vpc-lattice:TargetGroupArns"",""vpc-lattice:VpcId""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonvpclattice.html"
"vpc-lattice-svcs","Amazon VPC Lattice Services","""Invoke""","arn:aws:vpc-lattice:${Region}:${Account}:${ResourceType}/${RelativeId}","^arn:aws:vpc-lattice:.+","[""vpc-lattice-svcs:Port"",""vpc-lattice-svcs:RequestHeader/${HeaderName}"",""vpc-lattice-svcs:RequestMethod"",""vpc-lattice-svcs:RequestQueryString/${QueryStringKey}"",""vpc-lattice-svcs:ServiceArn"",""vpc-lattice-svcs:ServiceNetworkArn"",""vpc-lattice-svcs:SourceVpc"",""vpc-lattice-svcs:SourceVpcOwnerAccount""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonvpclatticeservices.html"
"workdocs","Amazon WorkDocs","[""AbortDocumentVersionUpload"",""ActivateUser"",""AddNotificationPermissions"",""AddResourcePermissions"",""AddUserToGroup"",""CheckAlias"",""CreateComment"",""CreateCustomMetadata"",""CreateFolder"",""CreateInstance"",""CreateLabels"",""CreateNotificationSubscription"",""CreateUser"",""DeactivateUser"",""DeleteComment"",""DeleteCustomMetadata"",""DeleteDocument"",""DeleteDocumentVersion"",""DeleteFolder"",""DeleteFolderContents"",""DeleteInstance"",""DeleteLabels"",""DeleteNotificationPermissions"",""DeleteNotificationSubscription"",""DeleteUser"",""DeregisterDirectory"",""DescribeActivities"",""DescribeAvailableDirectories"",""DescribeComments"",""DescribeDocumentVersions"",""DescribeFolderContents"",""DescribeGroups"",""DescribeInstances"",""DescribeNotificationPermissions"",""DescribeNotificationSubscriptions"",""DescribeResourcePermissions"",""DescribeRootFolders"",""DescribeUsers"",""DownloadDocumentVersion"",""GetCurrentUser"",""GetDocument"",""GetDocumentPath"",""GetDocumentVersion"",""GetFolder"",""GetFolderPath"",""GetGroup"",""GetResources"",""InitiateDocumentVersionUpload"",""RegisterDirectory"",""RemoveAllResourcePermissions"",""RemoveResourcePermission"",""RestoreDocumentVersions"",""UpdateDocument"",""UpdateDocumentVersion"",""UpdateFolder"",""UpdateInstanceAlias"",""UpdateUser""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonworkdocs.html"
"worklink","Amazon WorkLink","[""AssociateDomain"",""AssociateWebsiteAuthorizationProvider"",""AssociateWebsiteCertificateAuthority"",""CreateFleet"",""DeleteFleet"",""DescribeAuditStreamConfiguration"",""DescribeCompanyNetworkConfiguration"",""DescribeDevice"",""DescribeDevicePolicyConfiguration"",""DescribeDomain"",""DescribeFleetMetadata"",""DescribeIdentityProviderConfiguration"",""DescribeWebsiteCertificateAuthority"",""DisassociateDomain"",""DisassociateWebsiteAuthorizationProvider"",""DisassociateWebsiteCertificateAuthority"",""ListDevices"",""ListDomains"",""ListFleets"",""ListTagsForResource"",""ListWebsiteAuthorizationProviders"",""ListWebsiteCertificateAuthorities"",""RestoreDomainAccess"",""RevokeDomainAccess"",""SearchEntity"",""SignOutUser"",""TagResource"",""UntagResource"",""UpdateAuditStreamConfiguration"",""UpdateCompanyNetworkConfiguration"",""UpdateDevicePolicyConfiguration"",""UpdateDomainMetadata"",""UpdateFleetMetadata"",""UpdateIdentityProviderConfiguration""]","arn:aws:worklink::${Account}:${ResourceType}/${ResourcePath}","^arn:aws:worklink:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonworklink.html"
"workmail","Amazon WorkMail","[""AddMembersToGroup"",""AssociateDelegateToResource"",""AssociateMemberToGroup"",""AssumeImpersonationRole"",""CancelMailboxExportJob"",""CreateAlias"",""CreateAvailabilityConfiguration"",""CreateGroup"",""CreateImpersonationRole"",""CreateInboundMailFlowRule"",""CreateMailDomain"",""CreateMailUser"",""CreateMobileDeviceAccessRule"",""CreateOrganization"",""CreateOutboundMailFlowRule"",""CreateResource"",""CreateSmtpGateway"",""CreateUser"",""DeleteAccessControlRule"",""DeleteAlias"",""DeleteAvailabilityConfiguration"",""DeleteEmailMonitoringConfiguration"",""DeleteGroup"",""DeleteImpersonationRole"",""DeleteInboundMailFlowRule"",""DeleteMailDomain"",""DeleteMailboxPermissions"",""DeleteMobileDevice"",""DeleteMobileDeviceAccessOverride"",""DeleteMobileDeviceAccessRule"",""DeleteOrganization"",""DeleteOutboundMailFlowRule"",""DeleteResource"",""DeleteRetentionPolicy"",""DeleteSmtpGateway"",""DeleteUser"",""DeregisterFromWorkMail"",""DeregisterMailDomain"",""DescribeDirectories"",""DescribeEmailMonitoringConfiguration"",""DescribeGroup"",""DescribeInboundDmarcSettings"",""DescribeInboundMailFlowRule"",""DescribeKmsKeys"",""DescribeMailDomains"",""DescribeMailGroups"",""DescribeMailUsers"",""DescribeMailboxExportJob"",""DescribeOrganization"",""DescribeOrganizations"",""DescribeOutboundMailFlowRule"",""DescribeResource"",""DescribeSmtpGateway"",""DescribeUser"",""DisableMailGroups"",""DisableMailUsers"",""DisassociateDelegateFromResource"",""DisassociateMemberFromGroup"",""EnableMailDomain"",""EnableMailGroups"",""EnableMailUsers"",""GetAccessControlEffect"",""GetDefaultRetentionPolicy"",""GetImpersonationRole"",""GetImpersonationRoleEffect"",""GetJournalingRules"",""GetMailDomain"",""GetMailDomainDetails"",""GetMailGroupDetails"",""GetMailUserDetails"",""GetMailboxDetails"",""GetMobileDeviceAccessEffect"",""GetMobileDeviceAccessOverride"",""GetMobileDeviceDetails"",""GetMobileDevicesForUser"",""GetMobilePolicyDetails"",""ListAccessControlRules"",""ListAliases"",""ListAvailabilityConfigurations"",""ListGroupMembers"",""ListGroups"",""ListImpersonationRoles"",""ListInboundMailFlowRules"",""ListMailDomains"",""ListMailboxExportJobs"",""ListMailboxPermissions"",""ListMembersInMailGroup"",""ListMobileDeviceAccessOverrides"",""ListMobileDeviceAccessRules"",""ListOrganizations"",""ListOutboundMailFlowRules"",""ListResourceDelegates"",""ListResources"",""ListSmtpGateways"",""ListTagsForResource"",""ListUsers"",""PutAccessControlRule"",""PutEmailMonitoringConfiguration"",""PutInboundDmarcSettings"",""PutMailboxPermissions"",""PutMobileDeviceAccessOverride"",""PutRetentionPolicy"",""RegisterMailDomain"",""RegisterToWorkMail"",""RemoveMembersFromGroup"",""ResetPassword"",""ResetUserPassword"",""SearchMembers"",""SetAdmin"",""SetDefaultMailDomain"",""SetJournalingRules"",""SetMailGroupDetails"",""SetMailUserDetails"",""SetMobilePolicyDetails"",""StartMailboxExportJob"",""TagResource"",""TestAvailabilityConfiguration"",""TestInboundMailFlowRules"",""TestOutboundMailFlowRules"",""UntagResource"",""UpdateAvailabilityConfiguration"",""UpdateDefaultMailDomain"",""UpdateImpersonationRole"",""UpdateInboundMailFlowRule"",""UpdateMailboxQuota"",""UpdateMobileDeviceAccessRule"",""UpdateOutboundMailFlowRule"",""UpdatePrimaryEmailAddress"",""UpdateResource"",""UpdateSmtpGateway"",""WipeMobileDevice""]","arn:aws:workmail:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:workmail:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonworkmail.html"
"workmailmessageflow","Amazon WorkMail Message Flow","[""GetRawMessageContent"",""PutRawMessageContent""]","arn:aws:workmailmessageflow:${Region}:${Account}:message/${OrganizationId}/${Context}/${MessageId}","^arn:aws:workmailmessageflow:.+:.+:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonworkmailmessageflow.html"
