#TYPE AwsService
"ServiceShortName","ServiceName","Actions","ARNFormat","ARNRegex","conditionKeys","HasResource","DocLink"
"autoscaling","Amazon EC2 Auto Scaling","[""AttachInstances"",""AttachLoadBalancerTargetGroups"",""AttachLoadBalancers"",""AttachTrafficSources"",""BatchDeleteScheduledAction"",""BatchPutScheduledUpdateGroupAction"",""CancelInstanceRefresh"",""CompleteLifecycleAction"",""CreateAutoScalingGroup"",""CreateLaunchConfiguration"",""CreateOrUpdateTags"",""DeleteAutoScalingGroup"",""DeleteLaunchConfiguration"",""DeleteLifecycleHook"",""DeleteNotificationConfiguration"",""DeletePolicy"",""DeleteScheduledAction"",""DeleteTags"",""DeleteWarmPool"",""DescribeAccountLimits"",""DescribeAdjustmentTypes"",""DescribeAutoScalingGroups"",""DescribeAutoScalingInstances"",""DescribeAutoScalingNotificationTypes"",""DescribeInstanceRefreshes"",""DescribeLaunchConfigurations"",""DescribeLifecycleHookTypes"",""DescribeLifecycleHooks"",""DescribeLoadBalancerTargetGroups"",""DescribeLoadBalancers"",""DescribeMetricCollectionTypes"",""DescribeNotificationConfigurations"",""DescribePolicies"",""DescribeScalingActivities"",""DescribeScalingProcessTypes"",""DescribeScheduledActions"",""DescribeTags"",""DescribeTerminationPolicyTypes"",""DescribeTrafficSources"",""DescribeWarmPool"",""DetachInstances"",""DetachLoadBalancerTargetGroups"",""DetachLoadBalancers"",""DetachTrafficSources"",""DisableMetricsCollection"",""EnableMetricsCollection"",""EnterStandby"",""ExecutePolicy"",""ExitStandby"",""GetPredictiveScalingForecast"",""PutLifecycleHook"",""PutNotificationConfiguration"",""PutScalingPolicy"",""PutScheduledUpdateGroupAction"",""PutWarmPool"",""RecordLifecycleActionHeartbeat"",""ResumeProcesses"",""RollbackInstanceRefresh"",""SetDesiredCapacity"",""SetInstanceHealth"",""SetInstanceProtection"",""StartInstanceRefresh"",""SuspendProcesses"",""TerminateInstanceInAutoScalingGroup"",""UpdateAutoScalingGroup""]","arn:aws:autoscaling:${Region}:${Account}:${RelativeId}","^arn:aws:autoscaling:.+:.+:.+","[""autoscaling:ImageId"",""autoscaling:InstanceType"",""autoscaling:InstanceTypes"",""autoscaling:LaunchConfigurationName"",""autoscaling:LaunchTemplateVersionSpecified"",""autoscaling:LoadBalancerNames"",""autoscaling:MaxSize"",""autoscaling:MetadataHttpEndpoint"",""autoscaling:MetadataHttpPutResponseHopLimit"",""autoscaling:MetadataHttpTokens"",""autoscaling:MinSize"",""autoscaling:ResourceTag/${TagKey}"",""autoscaling:SpotPrice"",""autoscaling:TargetGroupARNs"",""autoscaling:TrafficSourceIdentifiers"",""autoscaling:VPCZoneIdentifiers"",""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonec2autoscaling.html"
"imagebuilder","Amazon EC2 Image Builder","[""CancelImageCreation"",""CancelLifecycleExecution"",""CreateComponent"",""CreateContainerRecipe"",""CreateDistributionConfiguration"",""CreateImage"",""CreateImagePipeline"",""CreateImageRecipe"",""CreateInfrastructureConfiguration"",""CreateLifecyclePolicy"",""CreateWorkflow"",""DeleteComponent"",""DeleteContainerRecipe"",""DeleteDistributionConfiguration"",""DeleteImage"",""DeleteImagePipeline"",""DeleteImageRecipe"",""DeleteInfrastructureConfiguration"",""DeleteLifecyclePolicy"",""DeleteWorkflow"",""GetComponent"",""GetComponentPolicy"",""GetContainerRecipe"",""GetContainerRecipePolicy"",""GetDistributionConfiguration"",""GetImage"",""GetImagePipeline"",""GetImagePolicy"",""GetImageRecipe"",""GetImageRecipePolicy"",""GetInfrastructureConfiguration"",""GetLifecycleExecution"",""GetLifecyclePolicy"",""GetWorkflow"",""GetWorkflowExecution"",""GetWorkflowStepExecution"",""ImportComponent"",""ImportVmImage"",""ListComponentBuildVersions"",""ListComponents"",""ListContainerRecipes"",""ListDistributionConfigurations"",""ListImageBuildVersions"",""ListImagePackages"",""ListImagePipelineImages"",""ListImagePipelines"",""ListImageRecipes"",""ListImageScanFindingAggregations"",""ListImageScanFindings"",""ListImages"",""ListInfrastructureConfigurations"",""ListLifecycleExecutionResources"",""ListLifecycleExecutions"",""ListLifecyclePolicies"",""ListTagsForResource"",""ListWaitingWorkflowSteps"",""ListWorkflowBuildVersions"",""ListWorkflowExecutions"",""ListWorkflowStepExecutions"",""ListWorkflows"",""PutComponentPolicy"",""PutContainerRecipePolicy"",""PutImagePolicy"",""PutImageRecipePolicy"",""SendWorkflowStepAction"",""StartImagePipelineExecution"",""StartResourceStateUpdate"",""TagResource"",""UntagResource"",""UpdateDistributionConfiguration"",""UpdateImagePipeline"",""UpdateInfrastructureConfiguration"",""UpdateLifecyclePolicy""]","arn:aws:imagebuilder:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:imagebuilder:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""imagebuilder:CreatedResourceTag/\u003ckey\u003e"",""imagebuilder:CreatedResourceTagKeys"",""imagebuilder:Ec2MetadataHttpTokens"",""imagebuilder:LifecyclePolicyResourceType"",""imagebuilder:StatusTopicArn""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonec2imagebuilder.html"
"ec2-instance-connect","Amazon EC2 Instance Connect","[""OpenTunnel"",""SendSSHPublicKey"",""SendSerialConsoleSSHPublicKey""]","arn:aws:ec2:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:aws:ec2:.+","[""aws:ResourceTag/${TagKey}"",""ec2-instance-connect:maxTunnelDuration"",""ec2-instance-connect:privateIpAddress"",""ec2-instance-connect:remotePort"",""ec2:ResourceTag/${TagKey}"",""ec2:osuser""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonec2instanceconnect.html"
"eks-auth","Amazon EKS Auth","""AssumeRoleForPodIdentity""","arn:aws:eks:${Region}:${Account}:${ResourceType}/${RelativeId}","^arn:aws:eks:.+","""aws:ResourceTag/${TagKey}""","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazoneksauth.html"
"ebs","Amazon Elastic Block Store","[""CompleteSnapshot"",""GetSnapshotBlock"",""ListChangedBlocks"",""ListSnapshotBlocks"",""PutSnapshotBlock"",""StartSnapshot""]","arn:aws:ebs:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:aws:ebs:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""ebs:Description"",""ebs:ParentSnapshot"",""ebs:VolumeSize""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticblockstore.html"
"ecr","Amazon Elastic Container Registry","[""BatchCheckLayerAvailability"",""BatchDeleteImage"",""BatchGetImage"",""BatchGetRepositoryScanningConfiguration"",""BatchImportUpstreamImage"",""CompleteLayerUpload"",""CreatePullThroughCacheRule"",""CreateRepository"",""CreateRepositoryCreationTemplate"",""DeleteLifecyclePolicy"",""DeletePullThroughCacheRule"",""DeleteRegistryPolicy"",""DeleteRepository"",""DeleteRepositoryCreationTemplate"",""DeleteRepositoryPolicy"",""DescribeImageReplicationStatus"",""DescribeImageScanFindings"",""DescribeImages"",""DescribePullThroughCacheRules"",""DescribeRegistry"",""DescribeRepositories"",""DescribeRepositoryCreationTemplates"",""GetAccountSetting"",""GetAuthorizationToken"",""GetDownloadUrlForLayer"",""GetLifecyclePolicy"",""GetLifecyclePolicyPreview"",""GetRegistryPolicy"",""GetRegistryScanningConfiguration"",""GetRepositoryPolicy"",""InitiateLayerUpload"",""ListImages"",""ListTagsForResource"",""PutAccountSetting"",""PutImage"",""PutImageScanningConfiguration"",""PutImageTagMutability"",""PutLifecyclePolicy"",""PutRegistryPolicy"",""PutRegistryScanningConfiguration"",""PutReplicationConfiguration"",""ReplicateImage"",""SetRepositoryPolicy"",""StartImageScan"",""StartLifecyclePolicyPreview"",""TagResource"",""UntagResource"",""UpdatePullThroughCacheRule"",""UpdateRepositoryCreationTemplate"",""UploadLayerPart"",""ValidatePullThroughCacheRule""]","arn:aws:ecr:${Region}:${Account}:repository/${RepositoryName}","^arn:aws:ecr:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""ecr:ResourceTag/${TagKey}""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticcontainerregistry.html"
"ecr-public","Amazon Elastic Container Registry Public","[""BatchCheckLayerAvailability"",""BatchDeleteImage"",""CompleteLayerUpload"",""CreateRepository"",""DeleteRepository"",""DeleteRepositoryPolicy"",""DescribeImageTags"",""DescribeImages"",""DescribeRegistries"",""DescribeRepositories"",""GetAuthorizationToken"",""GetRegistryCatalogData"",""GetRepositoryCatalogData"",""GetRepositoryPolicy"",""InitiateLayerUpload"",""ListTagsForResource"",""PutImage"",""PutRegistryCatalogData"",""PutRepositoryCatalogData"",""SetRepositoryPolicy"",""TagResource"",""UntagResource"",""UploadLayerPart""]","arn:aws:ecr-public::${Account}:${RepositoryOrRegistry}/${RepositoryNameOrAccountId}","^arn:aws:ecr-public::.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""ecr-public:ResourceTag/${TagKey}""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticcontainerregistrypublic.html"
"ecs","Amazon Elastic Container Service","[""CreateCapacityProvider"",""CreateCluster"",""CreateService"",""CreateTaskSet"",""DeleteAccountSetting"",""DeleteAttributes"",""DeleteCapacityProvider"",""DeleteCluster"",""DeleteService"",""DeleteTaskDefinitions"",""DeleteTaskSet"",""DeregisterContainerInstance"",""DeregisterTaskDefinition"",""DescribeCapacityProviders"",""DescribeClusters"",""DescribeContainerInstances"",""DescribeServices"",""DescribeTaskDefinition"",""DescribeTaskSets"",""DescribeTasks"",""DiscoverPollEndpoint"",""ExecuteCommand"",""GetTaskProtection"",""ListAccountSettings"",""ListAttributes"",""ListClusters"",""ListContainerInstances"",""ListServices"",""ListServicesByNamespace"",""ListTagsForResource"",""ListTaskDefinitionFamilies"",""ListTaskDefinitions"",""ListTasks"",""Poll"",""PutAccountSetting"",""PutAccountSettingDefault"",""PutAttributes"",""PutClusterCapacityProviders"",""RegisterContainerInstance"",""RegisterTaskDefinition"",""RunTask"",""StartTask"",""StartTelemetrySession"",""StopTask"",""SubmitAttachmentStateChanges"",""SubmitContainerStateChange"",""SubmitTaskStateChange"",""TagResource"",""UntagResource"",""UpdateCapacityProvider"",""UpdateCluster"",""UpdateClusterSettings"",""UpdateContainerAgent"",""UpdateContainerInstancesState"",""UpdateService"",""UpdateServicePrimaryTaskSet"",""UpdateTaskProtection"",""UpdateTaskSet""]","arn:aws:ecs:${Region}:${Account}:${ResourceType}/${RelativeId}","^arn:aws:ecs:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""ecs:CreateAction"",""ecs:ResourceTag/${TagKey}"",""ecs:account-setting"",""ecs:capacity-provider"",""ecs:cluster"",""ecs:container-instances"",""ecs:container-name"",""ecs:enable-ebs-volumes"",""ecs:enable-execute-command"",""ecs:enable-service-connect"",""ecs:fargate-ephemeral-storage-kms-key"",""ecs:namespace"",""ecs:service"",""ecs:task"",""ecs:task-definition""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticcontainerservice.html"
"elasticfilesystem","Amazon Elastic File System","[""Backup"",""ClientMount"",""ClientRootAccess"",""ClientWrite"",""CreateAccessPoint"",""CreateFileSystem"",""CreateMountTarget"",""CreateReplicationConfiguration"",""CreateTags"",""DeleteAccessPoint"",""DeleteFileSystem"",""DeleteFileSystemPolicy"",""DeleteMountTarget"",""DeleteReplicationConfiguration"",""DeleteTags"",""DescribeAccessPoints"",""DescribeAccountPreferences"",""DescribeBackupPolicy"",""DescribeFileSystemPolicy"",""DescribeFileSystems"",""DescribeLifecycleConfiguration"",""DescribeMountTargetSecurityGroups"",""DescribeMountTargets"",""DescribeReplicationConfigurations"",""DescribeTags"",""ListTagsForResource"",""ModifyMountTargetSecurityGroups"",""PutAccountPreferences"",""PutBackupPolicy"",""PutFileSystemPolicy"",""PutLifecycleConfiguration"",""Restore"",""TagResource"",""UntagResource"",""UpdateFileSystem"",""UpdateFileSystemProtection""]","arn:aws:elasticfilesystem:${Region}:${Account}:${ResourceType}/${ResourcePath}","^arn:aws:elasticfilesystem:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""elasticfilesystem:AccessPointArn"",""elasticfilesystem:AccessedViaMountTarget"",""elasticfilesystem:CreateAction"",""elasticfilesystem:Encrypted""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticfilesystem.html"
"elastic-inference","Amazon Elastic Inference","[""Connect"",""DescribeAcceleratorOfferings"",""DescribeAcceleratorTypes"",""DescribeAccelerators"",""ListTagsForResource"",""TagResource"",""UntagResource""]","arn:aws:elastic-inference:<region>:<account-id>:elastic-inference-accelerator/<identifier>","^arn:aws:elastic-inference:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticinference.html"
"eks","Amazon Elastic Kubernetes Service","[""AccessKubernetesApi"",""AssociateAccessPolicy"",""AssociateEncryptionConfig"",""AssociateIdentityProviderConfig"",""CreateAccessEntry"",""CreateAddon"",""CreateCluster"",""CreateEksAnywhereSubscription"",""CreateFargateProfile"",""CreateNodegroup"",""CreatePodIdentityAssociation"",""DeleteAccessEntry"",""DeleteAddon"",""DeleteCluster"",""DeleteEksAnywhereSubscription"",""DeleteFargateProfile"",""DeleteNodegroup"",""DeletePodIdentityAssociation"",""DeregisterCluster"",""DescribeAccessEntry"",""DescribeAddon"",""DescribeAddonConfiguration"",""DescribeAddonVersions"",""DescribeCluster"",""DescribeEksAnywhereSubscription"",""DescribeFargateProfile"",""DescribeIdentityProviderConfig"",""DescribeInsight"",""DescribeNodegroup"",""DescribePodIdentityAssociation"",""DescribeUpdate"",""DisassociateAccessPolicy"",""DisassociateIdentityProviderConfig"",""ListAccessEntries"",""ListAccessPolicies"",""ListAddons"",""ListAssociatedAccessPolicies"",""ListClusters"",""ListEksAnywhereSubscriptions"",""ListFargateProfiles"",""ListIdentityProviderConfigs"",""ListInsights"",""ListNodegroups"",""ListPodIdentityAssociations"",""ListTagsForResource"",""ListUpdates"",""RegisterCluster"",""TagResource"",""UntagResource"",""UpdateAccessEntry"",""UpdateAddon"",""UpdateClusterConfig"",""UpdateClusterVersion"",""UpdateEksAnywhereSubscription"",""UpdateNodegroupConfig"",""UpdateNodegroupVersion"",""UpdatePodIdentityAssociation""]","arn:aws:eks:${Region}:${Account}:${ResourceType}/${RelativeId}","^arn:aws:eks:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""eks:accessEntryType"",""eks:accessScope"",""eks:authenticationMode"",""eks:bootstrapClusterCreatorAdminPermissions"",""eks:bootstrapSelfManagedAddons"",""eks:clientId"",""eks:clusterName"",""eks:issuerUrl"",""eks:kubernetesGroups"",""eks:namespaces"",""eks:policyArn"",""eks:principalArn"",""eks:supportType"",""eks:username""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelastickubernetesservice.html"
"elasticmapreduce","Amazon Elastic MapReduce","[""AddInstanceFleet"",""AddInstanceGroups"",""AddJobFlowSteps"",""AddTags"",""AttachEditor"",""CancelSteps"",""CreateEditor"",""CreatePersistentAppUI"",""CreateRepository"",""CreateSecurityConfiguration"",""CreateStudio"",""CreateStudioPresignedUrl"",""CreateStudioSessionMapping"",""DeleteEditor"",""DeleteRepository"",""DeleteSecurityConfiguration"",""DeleteStudio"",""DeleteStudioSessionMapping"",""DeleteWorkspaceAccess"",""DescribeCluster"",""DescribeEditor"",""DescribeJobFlows"",""DescribeNotebookExecution"",""DescribePersistentAppUI"",""DescribeReleaseLabel"",""DescribeRepository"",""DescribeSecurityConfiguration"",""DescribeStep"",""DescribeStudio"",""DetachEditor"",""GetAutoTerminationPolicy"",""GetBlockPublicAccessConfiguration"",""GetClusterSessionCredentials"",""GetManagedScalingPolicy"",""GetOnClusterAppUIPresignedURL"",""GetPersistentAppUIPresignedURL"",""GetStudioSessionMapping"",""LinkRepository"",""ListBootstrapActions"",""ListClusters"",""ListEditors"",""ListInstanceFleets"",""ListInstanceGroups"",""ListInstances"",""ListNotebookExecutions"",""ListReleaseLabels"",""ListRepositories"",""ListSecurityConfigurations"",""ListSteps"",""ListStudioSessionMappings"",""ListStudios"",""ListSupportedInstanceTypes"",""ListWorkspaceAccessIdentities"",""ModifyCluster"",""ModifyInstanceFleet"",""ModifyInstanceGroups"",""OpenEditorInConsole"",""PutAutoScalingPolicy"",""PutAutoTerminationPolicy"",""PutBlockPublicAccessConfiguration"",""PutManagedScalingPolicy"",""PutWorkspaceAccess"",""RemoveAutoScalingPolicy"",""RemoveAutoTerminationPolicy"",""RemoveManagedScalingPolicy"",""RemoveTags"",""RunJobFlow"",""SetKeepJobFlowAliveWhenNoSteps"",""SetTerminationProtection"",""SetUnhealthyNodeReplacement"",""SetVisibleToAllUsers"",""StartEditor"",""StartNotebookExecution"",""StopEditor"",""StopNotebookExecution"",""TerminateJobFlows"",""UnlinkRepository"",""UpdateEditor"",""UpdateRepository"",""UpdateStudio"",""UpdateStudioSessionMapping"",""ViewEventsFromAllClustersInConsole""]","arn:aws:elasticmapreduce:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:elasticmapreduce:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""elasticmapreduce:ExecutionRoleArn"",""elasticmapreduce:RequestTag/${TagKey}"",""elasticmapreduce:ResourceTag/${TagKey}""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticmapreduce.html"
"elastictranscoder","Amazon Elastic Transcoder","[""CancelJob"",""CreateJob"",""CreatePipeline"",""CreatePreset"",""DeletePipeline"",""DeletePreset"",""ListJobsByPipeline"",""ListJobsByStatus"",""ListPipelines"",""ListPresets"",""ReadJob"",""ReadPipeline"",""ReadPreset"",""TestRole"",""UpdatePipeline"",""UpdatePipelineNotifications"",""UpdatePipelineStatus""]","arn:aws:elastictranscoder:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:elastictranscoder:.+","","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelastictranscoder.html"
"elasticache","Amazon ElastiCache","[""AddTagsToResource"",""AuthorizeCacheSecurityGroupIngress"",""BatchApplyUpdateAction"",""BatchStopUpdateAction"",""CompleteMigration"",""Connect"",""CopyServerlessCacheSnapshot"",""CopySnapshot"",""CreateCacheCluster"",""CreateCacheParameterGroup"",""CreateCacheSecurityGroup"",""CreateCacheSubnetGroup"",""CreateGlobalReplicationGroup"",""CreateReplicationGroup"",""CreateServerlessCache"",""CreateServerlessCacheSnapshot"",""CreateSnapshot"",""CreateUser"",""CreateUserGroup"",""DecreaseNodeGroupsInGlobalReplicationGroup"",""DecreaseReplicaCount"",""DeleteCacheCluster"",""DeleteCacheParameterGroup"",""DeleteCacheSecurityGroup"",""DeleteCacheSubnetGroup"",""DeleteGlobalReplicationGroup"",""DeleteReplicationGroup"",""DeleteServerlessCache"",""DeleteServerlessCacheSnapshot"",""DeleteSnapshot"",""DeleteUser"",""DeleteUserGroup"",""DescribeCacheClusters"",""DescribeCacheEngineVersions"",""DescribeCacheParameterGroups"",""DescribeCacheParameters"",""DescribeCacheSecurityGroups"",""DescribeCacheSubnetGroups"",""DescribeEngineDefaultParameters"",""DescribeEvents"",""DescribeGlobalReplicationGroups"",""DescribeReplicationGroups"",""DescribeReservedCacheNodes"",""DescribeReservedCacheNodesOfferings"",""DescribeServerlessCacheSnapshots"",""DescribeServerlessCaches"",""DescribeServiceUpdates"",""DescribeSnapshots"",""DescribeUpdateActions"",""DescribeUserGroups"",""DescribeUsers"",""DisassociateGlobalReplicationGroup"",""ExportServerlessCacheSnapshot"",""FailoverGlobalReplicationGroup"",""IncreaseNodeGroupsInGlobalReplicationGroup"",""IncreaseReplicaCount"",""InterruptClusterAzPower"",""ListAllowedNodeTypeModifications"",""ListTagsForResource"",""ModifyCacheCluster"",""ModifyCacheParameterGroup"",""ModifyCacheSubnetGroup"",""ModifyGlobalReplicationGroup"",""ModifyReplicationGroup"",""ModifyReplicationGroupShardConfiguration"",""ModifyServerlessCache"",""ModifyUser"",""ModifyUserGroup"",""PurchaseReservedCacheNodesOffering"",""RebalanceSlotsInGlobalReplicationGroup"",""RebootCacheCluster"",""RemoveTagsFromResource"",""ResetCacheParameterGroup"",""RevokeCacheSecurityGroupIngress"",""StartMigration"",""TestFailover"",""TestMigration""]","arn:aws:elasticache:${Region}:${Account}:${ResourceType}:${ResourceName}","^arn:aws:elasticache:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""elasticache:AtRestEncryptionEnabled"",""elasticache:AuthTokenEnabled"",""elasticache:AutomaticFailoverEnabled"",""elasticache:CacheNodeType"",""elasticache:CacheParameterGroupName"",""elasticache:ClusterModeEnabled"",""elasticache:DataStorageUnit"",""elasticache:EngineType"",""elasticache:EngineVersion"",""elasticache:KmsKeyId"",""elasticache:MaximumDataStorage"",""elasticache:MaximumECPUPerSecond"",""elasticache:MultiAZEnabled"",""elasticache:NumNodeGroups"",""elasticache:ReplicasPerNodeGroup"",""elasticache:SnapshotRetentionLimit"",""elasticache:TransitEncryptionEnabled"",""elasticache:UserAuthenticationMode""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonelasticache.html"
"emr-containers","Amazon EMR on EKS (EMR Containers)","[""CancelJobRun"",""CreateJobTemplate"",""CreateManagedEndpoint"",""CreateSecurityConfiguration"",""CreateVirtualCluster"",""DeleteJobTemplate"",""DeleteManagedEndpoint"",""DeleteVirtualCluster"",""DescribeJobRun"",""DescribeJobTemplate"",""DescribeManagedEndpoint"",""DescribeSecurityConfiguration"",""DescribeVirtualCluster"",""GetManagedEndpointSessionCredentials"",""ListJobRuns"",""ListJobTemplates"",""ListManagedEndpoints"",""ListSecurityConfigurations"",""ListTagsForResource"",""ListVirtualClusters"",""StartJobRun"",""TagResource"",""UntagResource""]","arn:aws:emr-containers:${Region}:${Account}:/${ResourceType}/${ResourcePath}","^arn:aws:emr-containers:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""emr-containers:ExecutionRoleArn"",""emr-containers:JobTemplateArn""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonemroneksemrcontainers.html"
"emr-serverless","Amazon EMR Serverless","[""AccessInteractiveEndpoints"",""AccessLivyEndpoints"",""CancelJobRun"",""CreateApplication"",""DeleteApplication"",""GetApplication"",""GetDashboardForJobRun"",""GetJobRun"",""ListApplications"",""ListJobRunAttempts"",""ListJobRuns"",""ListTagsForResource"",""StartApplication"",""StartJobRun"",""StopApplication"",""TagResource"",""UntagResource"",""UpdateApplication""]","arn:aws:emr-serverless:${Region}:${Account}:/${ResourceType}/${ResourcePath}","^arn:aws:emr-serverless:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazonemrserverless.html"
"events","Amazon EventBridge","[""ActivateEventSource"",""CancelReplay"",""CreateApiDestination"",""CreateArchive"",""CreateConnection"",""CreateEndpoint"",""CreateEventBus"",""CreatePartnerEventSource"",""DeactivateEventSource"",""DeauthorizeConnection"",""DeleteApiDestination"",""DeleteArchive"",""DeleteConnection"",""DeleteEndpoint"",""DeleteEventBus"",""DeletePartnerEventSource"",""DeleteRule"",""DescribeApiDestination"",""DescribeArchive"",""DescribeConnection"",""DescribeEndpoint"",""DescribeEventBus"",""DescribeEventSource"",""DescribePartnerEventSource"",""DescribeReplay"",""DescribeRule"",""DisableRule"",""EnableRule"",""InvokeApiDestination"",""ListApiDestinations"",""ListArchives"",""ListConnections"",""ListEndpoints"",""ListEventBuses"",""ListEventSources"",""ListPartnerEventSourceAccounts"",""ListPartnerEventSources"",""ListReplays"",""ListRuleNamesByTarget"",""ListRules"",""ListTagsForResource"",""ListTargetsByRule"",""PutEvents"",""PutPartnerEvents"",""PutPermission"",""PutRule"",""PutTargets"",""RemovePermission"",""RemoveTargets"",""RetrieveConnectionCredentials"",""StartReplay"",""TagResource"",""TestEventPattern"",""UntagResource"",""UpdateApiDestination"",""UpdateArchive"",""UpdateConnection"",""UpdateEndpoint"",""UpdateEventBus""]","arn:aws:events:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:events:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""events:EventBusArn"",""events:ManagedBy"",""events:TargetArn"",""events:creatorAccount"",""events:detail-type"",""events:detail.eventTypeCode"",""events:detail.service"",""events:detail.userIdentity.principalId"",""events:eventBusInvocation"",""events:source""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazoneventbridge.html"
"pipes","Amazon EventBridge Pipes","[""CreatePipe"",""DeletePipe"",""DescribePipe"",""ListPipes"",""ListTagsForResource"",""StartPipe"",""StopPipe"",""TagResource"",""UntagResource"",""UpdatePipe""]","arn:aws:pipes:${Region}:${Account}:pipe/${PipeName}","^arn:aws:pipes:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazoneventbridgepipes.html"
"scheduler","Amazon EventBridge Scheduler","[""CreateSchedule"",""CreateScheduleGroup"",""DeleteSchedule"",""DeleteScheduleGroup"",""GetSchedule"",""GetScheduleGroup"",""ListScheduleGroups"",""ListSchedules"",""ListTagsForResource"",""TagResource"",""UntagResource"",""UpdateSchedule""]","arn:aws:scheduler:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:scheduler:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazoneventbridgescheduler.html"
"schemas","Amazon EventBridge Schemas","[""CreateDiscoverer"",""CreateRegistry"",""CreateSchema"",""DeleteDiscoverer"",""DeleteRegistry"",""DeleteResourcePolicy"",""DeleteSchema"",""DeleteSchemaVersion"",""DescribeCodeBinding"",""DescribeDiscoverer"",""DescribeRegistry"",""DescribeSchema"",""ExportSchema"",""GetCodeBindingSource"",""GetDiscoveredSchema"",""GetResourcePolicy"",""ListDiscoverers"",""ListRegistries"",""ListSchemaVersions"",""ListSchemas"",""ListTagsForResource"",""PutCodeBinding"",""PutResourcePolicy"",""SearchSchemas"",""StartDiscoverer"",""StopDiscoverer"",""TagResource"",""UntagResource"",""UpdateDiscoverer"",""UpdateRegistry"",""UpdateSchema""]","arn:aws:schemas:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:schemas:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_amazoneventbridgeschemas.html"
